CustomerID,Name,Age,Gender,Email,Phone,Address,City,State,Country,ZipCode,JoinDate,LastPurchaseDate,TotalSpend,AvgOrderValue,NumOrders,PreferredCategory,PaymentMethod,AccountStatus,LoyaltyScore,CreditScore,Income,MaritalStatus,Occupation,Device,Browser,IsActive,Feedback,ReturnRate,RiskFlag
156,Carlos,24,F,, 12345 ,, New York ,MH,India, 50000 ,2023-10-19,2020-07-14,10000000,,-5.0,Clothing,UPI,,200.0,,,,,Desktop,Chrome,yes,,,False
120,Priya,150,F,,9999999999,,,,IND,,not_a_date,32-13-2020,abc,,,electronics,crypto,,,585.0,income,Single,Engineer,Mobile,Firefox,True,!!!,,
489,,,,,,,Mumbai,Tamil Nadu,,ABCDE,not_a_date,32-13-2020,abc,,26.0,,UPI,Inactive,200.0,50.0,income,,,Desktop,Firefox,yes,bad,,False
1381,###$$$,,Female,invalid@, 12345 ,Street 1,,DL,IND, 50000 ,2016-10-04,,9245,3461,-5.0,electronics,crypto,,20.0,50.0,194277,,,Mobile,,True,,,flag
1382,Amit,twenty,, user@x.com ,,@@@,Chennai,,,ABCDE,2022-06-24,,,4660,,electronics,UPI,,,,80329,,,,IE,,,,
1383,###$$$,37,Female,test@mail.com,9999999999,, New York ,MH,, 50000 ,2024-04-20,,39722,xyz,-5.0,electronics,UPI,,58.0,50.0,,,###,,,False,good,,True
26,Amit,150,F,invalid@,,,,Tamil Nadu,India,600001,2022-05-03,,abc,1379,-5.0,Clothing,crypto,Inactive,,50.0,income,Single,Engineer,Mobile,Firefox,,!!!,,flag
1385,,twenty,,test@mail.com,9999999999,Street 1,,MH,USA, 50000 ,,,abc,3237,-5.0,electronics,Cash,closed,200.0,705.0,income,Single,,Mobile,IE,True,!!!,5.0,False
1386,Priya,150,Female,,,,Delhi,,IND, 50000 ,,2017-12-25,47182,1890,15.0,Clothing,UPI,closed,200.0,50.0,,Single,,Desktop,,True,good,,True
1387,Sara,30,,, 12345 ,,,,IND,,2019-05-26,,,1460,-5.0,,UPI,,75.0,50.0,income,Single,Engineer,,,False,bad,0.866360288180836,flag
1388,Amit,twenty,M,invalid@,abc123,,Chennai,Tamil Nadu,USA, 50000 ,not_a_date,,10000000,,-5.0,,Card,Inactive,200.0,618.0,116410,,,,,yes,bad,,True
497,,twenty,,test@mail.com, 12345 ,Street 1,Delhi,DL,India,,not_a_date,,,1482,,,Cash,,200.0,,22632,Married,,,Chrome,yes,bad,5.0,flag
1390,,48,Male, user@x.com ,,, New York ,KA,USA, 50000 ,not_a_date,,27776,4279,,electronics,crypto,Active,,50.0,income,Single,###,,,yes,!!!,5.0,True
106,  John  ,,M, user@x.com ,9999999999,@@@,,,USA,ABCDE,not_a_date,2024-05-10,abc,3464,78.0,Electronics,Card,closed,,602.0,166048,,,Desktop,Firefox,,,0.22499184030999408,True
72,Carlos,150,, user@x.com ,,@@@,Mumbai,Tamil Nadu,IN,600001,,,,651,48.0,electronics,Card,,200.0,,103040,Married,Doctor,Mobile,Firefox,False,,,False
189,,64,F,invalid@,,, New York ,KA,India, 50000 ,2022-12-24,,10000000,4960,,Clothing,Card,Inactive,200.0,50.0,47329,Single,###,Mobile,,True,!!!,5.0,True
1394,Priya,64,Male, user@x.com ,,Street 1,Chennai,,USA,,not_a_date,,,420,,,crypto,Active,200.0,815.0,,,,,Firefox,yes,,5.0,flag
1395,,twenty,,,,Street 1,,TN,IN,600001,,2020-12-17,35515,1752,53.0,electronics,,Inactive,76.0,,,Single,###,Desktop,,,,0.9564965020894389,True
1396,  John  ,twenty,Female,,9999999999,@@@,Bangalore,KA,, 50000 ,,,10000000,2952,-5.0,Electronics,crypto,Active,18.0,50.0,,Single,###,Mobile,,True,!!!,0.16611014725723894,flag
337,Carlos,150,Male,invalid@,,Street 1,Delhi,TN,, 50000 ,2024-04-04,2016-07-25,abc,xyz,,Electronics,Cash,,200.0,719.0,income,,,Mobile,,False,!!!,5.0,flag
1398,,,, user@x.com ,abc123,,,TN,,,,,44255,,,Clothing,UPI,Active,,,105348,,,,Chrome,True,,5.0,False
1399,###$$$,twenty,Female,invalid@,,@@@,,MH,IND, 50000 ,,32-13-2020,abc,xyz,-5.0,,UPI,closed,97.0,,30702,,Engineer,Desktop,,,!!!,0.21154274620637348,True
1400,,,Male,, 12345 ,@@@,Chennai,TN,IN,,not_a_date,,49721,,-5.0,Clothing,UPI,Inactive,200.0,,income,,###,Desktop,,yes,,,flag
275,,twenty,,test@mail.com,,,Delhi,,,ABCDE,,,abc,1078,,,Cash,closed,45.0,,income,,,Mobile,,False,good,5.0,True
1402,Priya,,,,,Street 1, New York ,TN,USA, 50000 ,not_a_date,2010-10-10,10000000,,72.0,,Cash,,200.0,758.0,163199,,###,,,False,,,
1403,Priya,150,F, user@x.com ,9999999999,Street 1,,KA,USA,ABCDE,,2014-01-24,23478,,,Electronics,,,55.0,,21516,,,,Firefox,False,!!!,0.01832832953319341,
223,Fatima,150,,invalid@,abc123,,Chennai,,,ABCDE,,32-13-2020,,xyz,-5.0,,UPI,Active,,,,Single,Engineer,,,,,0.409906523470154,flag
1405,Sara,,Male,invalid@,,,,,IND,,2010-12-05,,10000000,,,Clothing,UPI,,,,income,,,Mobile,,False,bad,5.0,True
1406,,twenty,Male,test@mail.com,9999999999,,,TN,, 50000 ,2023-09-03,,,2015,51.0,,Cash,closed,1.0,,131043,,###,Mobile,Firefox,yes,good,5.0,
102,,150,F,test@mail.com, 12345 ,Street 1,,MH,IN,ABCDE,,32-13-2020,,1386,,,UPI,Active,200.0,,,Married,Engineer,,IE,yes,good,,False
1408,Fatima,twenty,M,test@mail.com,abc123,, New York ,KA,USA,ABCDE,,2021-07-05,abc,600,54.0,,Cash,Active,,50.0,46817,,Doctor,Desktop,Firefox,,good,0.2751852401798588,True
391,,,M,invalid@,,,Mumbai,DL,IND,ABCDE,2020-08-26,32-13-2020,abc,3901,,,Card,closed,200.0,,152916,,Engineer,,Chrome,yes,!!!,0.8563657175161825,flag
1410,,150,F,invalid@,,@@@, New York ,TN,India, 50000 ,2015-03-01,32-13-2020,,2044,-5.0,electronics,Card,Inactive,87.0,50.0,,,Doctor,Desktop,IE,yes,!!!,0.29507089449809276,flag
1411,,22,,test@mail.com,9999999999,,Mumbai,,,600001,2022-01-06,32-13-2020,10000000,,16.0,Clothing,Cash,Active,55.0,,income,Married,Engineer,,,,good,5.0,True
309,Carlos,150,Female,test@mail.com, 12345 ,,Chennai,Tamil Nadu,IND,ABCDE,2023-07-15,32-13-2020,,2222,17.0,,Card,closed,,676.0,117540,Married,,,,yes,good,0.6446018847896112,True
234,Priya,150,, user@x.com ,abc123,, New York ,,,600001,not_a_date,2021-09-11,abc,3095,-5.0,,,,28.0,50.0,income,Single,###,Desktop,Chrome,False,!!!,,flag
1414,Amit,43,, user@x.com ,9999999999,Street 1,Chennai,MH,India, 50000 ,not_a_date,2014-12-01,10000000,xyz,-5.0,Clothing,crypto,closed,200.0,802.0,,Married,,,IE,False,!!!,,flag
1415,Sara,,Male,invalid@,,,Mumbai,DL,USA,,2021-05-06,2021-01-17,,,,electronics,Cash,Active,200.0,,169594,Single,Doctor,,IE,,good,5.0,True
1416,  John  ,150,Male,,,@@@,,KA,USA,ABCDE,not_a_date,,10000000,4229,-5.0,,Cash,,60.0,,income,,,Desktop,,,!!!,5.0,flag
1417,Carlos,39,,invalid@, 12345 ,,Mumbai,,IN, 50000 ,2014-09-20,32-13-2020,,166,22.0,,UPI,,,,192257,,Engineer,Desktop,Firefox,yes,bad,5.0,flag
1418,  John  ,150,,, 12345 ,,,,IND,,not_a_date,2022-05-09,7683,xyz,,Electronics,UPI,closed,200.0,50.0,income,,###,,,yes,good,,flag
100,John,twenty,Male,,abc123,@@@,Chennai,Tamil Nadu,,ABCDE,not_a_date,,abc,xyz,,Clothing,Cash,closed,200.0,,163601,Married,,Mobile,,yes,!!!,5.0,True
1420,Fatima,37,Male,, 12345 ,,,DL,India,,,2016-04-18,abc,xyz,41.0,,Cash,Inactive,34.0,,122668,Married,,Mobile,Chrome,True,!!!,5.0,True
158,,twenty,,,9999999999,@@@,Delhi,TN,,,2021-06-26,2018-05-27,,617,,,,,22.0,455.0,58268,,,,Chrome,yes,bad,0.9588363308630066,flag
1422,Priya,twenty,,,abc123,Street 1, New York ,MH,India,600001,2023-07-13,32-13-2020,8207,3461,73.0,,Cash,Inactive,200.0,,44943,,,,Chrome,,bad,,True
1423,Sara,twenty,M, user@x.com ,,,Delhi,TN,India,600001,not_a_date,32-13-2020,,1667,-5.0,electronics,UPI,Inactive,58.0,,,Married,,,Chrome,,,,False
1424,Sara,150,Female,invalid@, 12345 ,,Mumbai,MH,,,,32-13-2020,,,,electronics,Cash,,200.0,50.0,income,,Engineer,Desktop,Chrome,,,5.0,flag
1425,Wei,,F,invalid@,9999999999,Street 1,Delhi,KA,, 50000 ,not_a_date,2011-07-29,22673,xyz,,electronics,UPI,,,601.0,,Married,,,,True,,0.8351141606653513,flag
1426,Wei,150,,test@mail.com,9999999999,@@@,,,,600001,2012-09-10,2011-07-19,18182,,64.0,Electronics,crypto,,,50.0,103282,Married,,Desktop,,False,,0.3485945876192358,
174,Amit,twenty,, user@x.com ,,@@@,Mumbai,KA,IND,ABCDE,2018-06-09,,,,51.0,,Cash,,200.0,,79489,,###,Desktop,Firefox,True,,0.7351338759577647,flag
1428,John,,M,,,Street 1,,TN,India,,,32-13-2020,21314,,,Electronics,Cash,Inactive,,,,Married,###,,,,good,0.8965847010684446,flag
216,###$$$,twenty,Female,,9999999999,, New York ,TN,USA,,,2017-06-12,abc,2941,-5.0,electronics,,,200.0,,,,,Desktop,,False,bad,5.0,True
1430,Wei,twenty,,,abc123,, New York ,TN,IND,ABCDE,2018-03-05,32-13-2020,35789,4316,-5.0,Electronics,crypto,,16.0,50.0,175461,Married,Engineer,Mobile,Firefox,True,,,
1431,Sara,31,M, user@x.com ,,@@@,Delhi,,USA, 50000 ,,32-13-2020,abc,xyz,16.0,,UPI,,200.0,50.0,,Single,,Desktop,,False,bad,0.6049425046637298,False
484,,41,Male,test@mail.com, 12345 ,, New York ,MH,,ABCDE,not_a_date,2011-04-01,39559,xyz,24.0,electronics,UPI,,18.0,537.0,,Married,Doctor,Desktop,IE,True,bad,,flag
1433,  John  ,150,Male,test@mail.com,,,Mumbai,Tamil Nadu,IN,600001,not_a_date,2022-01-22,10000000,,-5.0,electronics,crypto,Active,62.0,,income,Married,###,Desktop,Chrome,True,!!!,,True
1434,Sara,,M, user@x.com ,abc123,, New York ,KA,, 50000 ,not_a_date,32-13-2020,10000000,2603,-5.0,Electronics,crypto,Active,,,income,,Engineer,Mobile,Firefox,True,bad,0.03836140239474006,flag
222,  John  ,twenty,M,test@mail.com,9999999999,,,KA,,600001,not_a_date,,5039,xyz,,,crypto,Inactive,,50.0,income,Single,###,,Firefox,yes,,,False
1436,  John  ,150,, user@x.com ,abc123,@@@,,MH,IND,,,,10000000,1143,,electronics,UPI,,,50.0,132706,,,,Chrome,,,,
208,Fatima,,Male,test@mail.com,,Street 1,Bangalore,Tamil Nadu,India,ABCDE,not_a_date,2023-09-08,10000000,,-5.0,Electronics,crypto,Active,,,176483,,,Desktop,IE,yes,,,True
1438,Wei,150,,invalid@, 12345 ,,Chennai,DL,India,600001,2017-03-29,32-13-2020,abc,,-5.0,,UPI,Active,30.0,661.0,,,,Desktop,IE,False,bad,0.5446118821089753,True
8,John,twenty,M, user@x.com ,,@@@,Chennai,,IN,600001,not_a_date,2022-01-28,,,-5.0,Clothing,,Active,200.0,403.0,,Single,,,Firefox,,,0.8927477594384448,False
192,###$$$,150,Female,test@mail.com,abc123,Street 1,Bangalore,TN,USA, 50000 ,2013-12-30,2014-05-09,10000000,2429,82.0,Clothing,UPI,Inactive,200.0,50.0,123784,Single,,,Chrome,,,5.0,flag
1441,Fatima,,F,invalid@,abc123,Street 1,Mumbai,,USA,600001,,,10000000,768,-5.0,Clothing,Cash,Inactive,200.0,738.0,income,Single,Doctor,Desktop,,,,5.0,
1442,John,,M,test@mail.com, 12345 ,Street 1,Chennai,TN,, 50000 ,not_a_date,32-13-2020,47281,xyz,65.0,electronics,Card,Inactive,75.0,50.0,income,Married,Doctor,,,False,good,0.8116817333361896,True
1443,,twenty,,test@mail.com,9999999999,Street 1,,KA,India,,,2016-09-07,,196,-5.0,Clothing,crypto,,57.0,502.0,,Single,,,IE,,,0.04944717383732333,True
1444,Sara,30,F,, 12345 ,@@@,,DL,India, 50000 ,2023-04-11,2011-11-09,,xyz,,Electronics,,,,783.0,53765,,Engineer,,,True,!!!,0.9884121245813988,
9,Wei,150,F,invalid@, 12345 ,Street 1,Bangalore,TN,,,,32-13-2020,abc,,,Electronics,UPI,,200.0,,,,,,Chrome,False,!!!,,True
38,Fatima,,,, 12345 ,,,DL,India,ABCDE,2014-03-26,32-13-2020,,,32.0,Clothing,UPI,,,,,Single,###,,,yes,bad,5.0,False
1447,Sara,150,Female,test@mail.com, 12345 ,@@@,Chennai,MH,IND,,,,,297,,electronics,crypto,Inactive,41.0,812.0,118487,Married,Engineer,Mobile,Firefox,False,,5.0,False
56,Sara,twenty,Female, user@x.com ,,Street 1,Delhi,,,ABCDE,2011-01-18,32-13-2020,10000000,xyz,5.0,Clothing,crypto,,200.0,50.0,income,Married,Engineer,Desktop,,True,!!!,0.18768015327058496,flag
1449,Priya,,F,test@mail.com, 12345 ,@@@,Delhi,KA,India, 50000 ,,32-13-2020,36133,,-5.0,Clothing,,,,,52722,Married,,Desktop,Firefox,,bad,5.0,True
428,###$$$,,, user@x.com , 12345 ,Street 1, New York ,,,600001,not_a_date,,,,-5.0,,,,200.0,50.0,,Single,Engineer,,IE,True,!!!,,False
158,Sara,,F, user@x.com ,9999999999,Street 1,Bangalore,,India, 50000 ,not_a_date,,,xyz,16.0,,UPI,,59.0,,income,Single,Doctor,Mobile,Chrome,False,,,False
1452,Sara,,, user@x.com ,9999999999,,Chennai,,,,,2011-05-05,36236,,,Clothing,,,200.0,50.0,,,,,,False,bad,,False
1453,John,twenty,,test@mail.com,,,,,IND,ABCDE,2021-06-09,2016-07-15,,xyz,-5.0,,,closed,55.0,356.0,160139,Married,Doctor,Desktop,,,!!!,,False
1454,Sara,,Female, user@x.com ,abc123,,,,,600001,2021-08-07,32-13-2020,10000000,xyz,,Clothing,Card,,200.0,,,,,Desktop,Chrome,yes,!!!,0.7036313536581029,flag
67,###$$$,twenty,F,, 12345 ,@@@,,Tamil Nadu,IND,ABCDE,not_a_date,2017-04-16,17655,xyz,54.0,,UPI,closed,89.0,553.0,,,,,IE,yes,!!!,,
255,,150,,test@mail.com,,,Mumbai,,,ABCDE,2011-01-01,2022-03-25,25277,xyz,,,UPI,,87.0,50.0,,Single,,Desktop,IE,False,good,,flag
479,Wei,150,M,test@mail.com,,Street 1,Bangalore,MH,,,,2020-06-20,43031,xyz,96.0,Electronics,Card,,200.0,50.0,,Married,###,,Chrome,,bad,5.0,True
1458,Carlos,twenty,,,,@@@,Delhi,TN,India,ABCDE,not_a_date,2015-11-05,abc,xyz,-5.0,Clothing,,,200.0,816.0,88331,Single,Doctor,,Chrome,True,!!!,0.49826734293781916,True
1459,Fatima,,Male, user@x.com ,abc123,@@@,Bangalore,MH,IND,ABCDE,2013-02-06,2018-05-02,9603,xyz,-5.0,Electronics,Card,,21.0,,,Single,Engineer,,Chrome,,,,
1460,Priya,twenty,Male,invalid@,9999999999,,,Tamil Nadu,IND,ABCDE,,,abc,xyz,-5.0,,Card,Inactive,,,193301,Single,Engineer,,IE,yes,good,5.0,flag
1461,  John  ,,M,,,Street 1,Mumbai,KA,IND, 50000 ,2020-07-13,,28930,xyz,28.0,,,closed,200.0,829.0,81548,,Engineer,,,True,good,,True
1462,,,Female,test@mail.com, 12345 ,,,KA,,600001,,32-13-2020,14309,4287,-5.0,,Card,Active,,,,Married,Engineer,,Firefox,False,bad,,False
304,Amit,,Male,test@mail.com, 12345 ,@@@,Delhi,TN,India,600001,,2022-04-18,,,-5.0,electronics,crypto,,200.0,,,Married,,Desktop,Chrome,,bad,,True
1464,Wei,26,F,,,Street 1,Delhi,TN,,,,,10000000,xyz,-5.0,Clothing,UPI,closed,43.0,781.0,98923,Single,###,Desktop,Chrome,True,,0.8007481769457964,flag
1465,,twenty,M,test@mail.com, 12345 ,Street 1,Chennai,Tamil Nadu,India,600001,2024-03-14,2018-11-25,abc,1801,,electronics,Card,closed,200.0,,109598,,###,,IE,True,bad,0.6939673591473152,True
1466,,twenty,,test@mail.com,9999999999,@@@, New York ,MH,IN,,,32-13-2020,,,-5.0,,Card,Inactive,200.0,576.0,income,Married,###,,,True,!!!,5.0,True
209,  John  ,twenty,M,test@mail.com,9999999999,,,MH,,600001,,,,,-5.0,,crypto,closed,50.0,476.0,income,Single,Engineer,Mobile,Firefox,yes,bad,,False
1468,Fatima,twenty,, user@x.com ,abc123,@@@,Mumbai,DL,,600001,not_a_date,2020-10-04,,,,Clothing,UPI,Inactive,8.0,50.0,166483,Married,Engineer,Desktop,Chrome,yes,,,flag
1469,,150,Female, user@x.com ,,,,DL,IND,ABCDE,2013-01-28,2011-06-29,abc,733,,,Cash,Active,200.0,,131917,,Doctor,Desktop,IE,False,,,False
1470,Sara,,Female,invalid@,abc123,,Delhi,DL,,600001,,2013-06-09,abc,xyz,,,UPI,Inactive,,491.0,,,###,Mobile,Chrome,False,,5.0,
1471,  John  ,twenty,, user@x.com ,,,Delhi,,,600001,not_a_date,2017-10-08,abc,669,35.0,Electronics,,Active,200.0,724.0,income,,,Mobile,IE,False,!!!,5.0,False
1472,John,,Female,test@mail.com, 12345 ,, New York ,MH,IND,600001,not_a_date,,10000000,xyz,,Electronics,Card,Inactive,,,,Single,Doctor,Mobile,Chrome,yes,bad,5.0,
236,,150,Male,test@mail.com,9999999999,Street 1,Chennai,MH,,600001,not_a_date,2011-04-17,10000000,3003,-5.0,electronics,Cash,,,50.0,166838,Single,Engineer,Mobile,,,bad,,
1474,Sara,150,Female,,9999999999,Street 1,,DL,, 50000 ,not_a_date,2022-04-29,10000000,1955,-5.0,Clothing,crypto,Active,4.0,,,Married,,Mobile,Firefox,False,good,,False
1475,Priya,twenty,Male,test@mail.com,abc123,,Bangalore,,India,600001,,2016-12-04,abc,,30.0,,Card,,200.0,558.0,136784,,,,Chrome,,good,0.17565639277911105,
1476,Priya,,Female,test@mail.com,,Street 1,Mumbai,,,600001,2019-05-18,2010-08-25,,2918,31.0,Electronics,crypto,,,50.0,,Single,,Mobile,Chrome,,!!!,0.31030116156335896,
1477,Sara,,M,,,,,DL,USA,,2022-10-03,,,,-5.0,Clothing,crypto,,,50.0,87664,Single,###,Desktop,Chrome,yes,bad,5.0,
1478,Amit,150,,test@mail.com,9999999999,, New York ,,India,600001,,2022-11-05,abc,4484,,,,closed,200.0,420.0,155509,,###,,IE,yes,,5.0,flag
1479,Fatima,,M,invalid@,9999999999,,Chennai,MH,,600001,not_a_date,2020-04-22,10000000,xyz,-5.0,,UPI,closed,,760.0,,,###,Mobile,,False,bad,,
1480,###$$$,41,, user@x.com ,9999999999,,Chennai,KA,IND, 50000 ,2019-12-01,2014-12-07,abc,xyz,-5.0,Clothing,Card,,81.0,50.0,income,Single,###,Mobile,Firefox,yes,!!!,,True
1481,Priya,150,Male,invalid@, 12345 ,Street 1, New York ,TN,India,600001,,,abc,xyz,-5.0,Electronics,Card,closed,,,,Married,Engineer,Desktop,Chrome,yes,!!!,5.0,flag
1482,,150,M,,,Street 1,,TN,USA,600001,not_a_date,32-13-2020,43937,1323,5.0,,crypto,,,365.0,76504,Single,Doctor,Desktop,Firefox,,good,5.0,True
311,John,53,,invalid@,9999999999,Street 1,,MH,India, 50000 ,,32-13-2020,9295,,33.0,,crypto,Active,200.0,50.0,,,Engineer,,Chrome,True,,,False
363,Carlos,,,test@mail.com,,@@@,Bangalore,MH,IN, 50000 ,not_a_date,,abc,,,Electronics,UPI,,200.0,630.0,,Single,,Mobile,,,bad,5.0,flag
1485,  John  ,20,Female,test@mail.com,abc123,, New York ,DL,IN,ABCDE,2014-04-29,2021-02-09,,,,,Cash,closed,,,185585,,Doctor,,IE,,bad,5.0,False
1486,Carlos,42,M, user@x.com ,abc123,,Bangalore,Tamil Nadu,, 50000 ,not_a_date,,38696,xyz,44.0,electronics,Cash,closed,22.0,,income,Single,,Mobile,,yes,bad,5.0,False
1487,Sara,,Male,invalid@,,,Bangalore,DL,,ABCDE,,2015-07-27,,,-5.0,,,Active,,311.0,113383,Married,Engineer,Desktop,,yes,,,flag
1488,Sara,,,invalid@, 12345 ,Street 1,,,IN, 50000 ,,,10048,,,Clothing,UPI,,,686.0,income,Married,,Desktop,Firefox,False,good,0.945532712873536,flag
1489,John,150,,, 12345 ,Street 1,Delhi,DL,India, 50000 ,not_a_date,2023-06-26,abc,1692,,Clothing,,Inactive,66.0,531.0,77398,Single,,Mobile,IE,,,0.6985878292102523,flag
204,John,twenty,,invalid@,9999999999,Street 1,Mumbai,KA,,600001,2011-10-14,,,xyz,,Electronics,,Active,200.0,657.0,,Single,,,Chrome,False,,5.0,
1491,Amit,,Female,,,Street 1,Bangalore,,IND, 50000 ,not_a_date,32-13-2020,abc,,-5.0,electronics,UPI,Inactive,,50.0,43266,Single,Engineer,,Firefox,yes,,,flag
230,,150,,, 12345 ,Street 1,Mumbai,Tamil Nadu,IN,ABCDE,not_a_date,,abc,,33.0,electronics,UPI,,,477.0,income,Single,###,,Firefox,True,!!!,5.0,True
326,,150,M,invalid@,abc123,, New York ,DL,USA,ABCDE,not_a_date,2013-04-05,abc,xyz,-5.0,Clothing,crypto,Inactive,55.0,,133309,Single,Engineer,,Chrome,True,bad,0.7160289781879773,
1494,,36,M,test@mail.com,,,,MH,IND, 50000 ,2021-11-23,2022-03-14,,,4.0,electronics,,closed,200.0,640.0,55300,Single,,,,yes,good,0.573879477056638,True
1495,  John  ,65,F,,,@@@, New York ,TN,,,not_a_date,32-13-2020,17728,xyz,93.0,,,,,325.0,49285,Single,Doctor,,IE,False,,5.0,False
1496,###$$$,,Female,test@mail.com, 12345 ,,,MH,, 50000 ,not_a_date,32-13-2020,abc,,34.0,electronics,UPI,closed,,50.0,income,,,,Chrome,False,,5.0,True
496,,,Female,,abc123,Street 1,Mumbai,KA,,600001,2022-09-26,32-13-2020,10000000,136,96.0,Clothing,Cash,closed,200.0,,income,Single,Engineer,,IE,yes,,0.16353538512118104,True
1498,Amit,150,,invalid@, 12345 ,@@@, New York ,MH,,ABCDE,,2023-05-03,34719,,89.0,Electronics,,Inactive,62.0,50.0,,Single,,,Chrome,,!!!,,False
452,Carlos,twenty,, user@x.com ,,,,MH,IND,ABCDE,not_a_date,32-13-2020,24739,xyz,63.0,,,closed,,50.0,136051,Single,Doctor,,,False,!!!,0.5583616817803337,
434,  John  ,twenty,,,9999999999,,,MH,,,not_a_date,,abc,xyz,42.0,electronics,crypto,,,50.0,income,Single,###,Desktop,IE,True,,5.0,
1501,  John  ,,Female,test@mail.com,9999999999,Street 1,,DL,IN, 50000 ,2010-02-03,,10000000,xyz,,,UPI,Inactive,42.0,,income,,Doctor,,IE,yes,bad,,False
37,John,twenty,,invalid@,,, New York ,DL,IN,,not_a_date,,,3958,-5.0,,,,49.0,749.0,income,Married,###,,Firefox,yes,good,5.0,True
83,,,Female,test@mail.com,9999999999,, New York ,Tamil Nadu,IN, 50000 ,2021-04-29,,17046,xyz,,Clothing,crypto,Inactive,200.0,50.0,income,Married,###,Mobile,,,bad,0.6708100902753457,flag
1504,Priya,63,M,invalid@, 12345 ,Street 1,Mumbai,,, 50000 ,2023-10-30,32-13-2020,abc,xyz,61.0,Clothing,Cash,,1.0,826.0,,Single,###,,Firefox,True,!!!,5.0,
1505,Priya,twenty,,,9999999999,@@@,Bangalore,DL,IN,ABCDE,not_a_date,32-13-2020,abc,4232,58.0,Electronics,Card,closed,,50.0,,,,Desktop,IE,yes,bad,5.0,True
1506,,46,F,invalid@,,,Bangalore,KA,,ABCDE,not_a_date,2023-10-18,21204,1730,99.0,,Cash,Active,200.0,,,Single,###,Desktop,,True,,5.0,True
1507,Sara,150,,invalid@,9999999999,@@@,,,IND,ABCDE,not_a_date,2019-10-26,38893,,,Clothing,Card,closed,8.0,50.0,income,,,Desktop,,True,bad,,
1508,Sara,twenty,F,invalid@,,Street 1,,Tamil Nadu,IND, 50000 ,,2014-04-14,10000000,,,electronics,Card,Active,,612.0,55956,,Engineer,,Firefox,False,,0.6652291679668992,
235,,twenty,,test@mail.com,9999999999,@@@,Chennai,,IND,,,,44720,,-5.0,,,Inactive,,410.0,,,,Mobile,Firefox,True,good,0.38372968605473645,False
1510,,twenty,,test@mail.com, 12345 ,,Delhi,Tamil Nadu,IN,,,2021-05-05,23249,xyz,,,crypto,Inactive,,559.0,income,,,Desktop,Firefox,,!!!,,flag
1511,Amit,20,Female,test@mail.com,abc123,Street 1,Chennai,Tamil Nadu,,,2010-08-06,32-13-2020,abc,,,electronics,crypto,,200.0,,,Single,Doctor,,Chrome,False,,0.9444608072669313,False
1512,John,twenty,Female,test@mail.com,,@@@,Bangalore,MH,,600001,2011-04-20,2023-03-08,abc,,-5.0,,crypto,,200.0,50.0,,,###,,,True,good,0.864299078696629,flag
1513,John,twenty,Female, user@x.com ,9999999999,Street 1,Bangalore,DL,IN,600001,not_a_date,32-13-2020,16618,2087,-5.0,Clothing,Cash,Inactive,200.0,50.0,47560,,,Desktop,Firefox,False,,,False
193,  John  ,,, user@x.com ,9999999999,,,TN,,,2010-02-12,,10000000,,,electronics,Card,,,,156205,,,Desktop,Firefox,yes,!!!,,flag
1515,Priya,,Male, user@x.com , 12345 ,,Chennai,KA,IN, 50000 ,not_a_date,,,xyz,55.0,electronics,Card,,39.0,330.0,income,,Doctor,,Firefox,,bad,0.24807122949072202,False
1516,  John  ,150,F,test@mail.com,,@@@,Delhi,TN,India, 50000 ,,2015-02-08,1218,476,100.0,electronics,,Active,66.0,,income,,,,Chrome,True,!!!,,True
1517,###$$$,twenty,Male,,abc123,,,Tamil Nadu,IN,ABCDE,not_a_date,,10000000,xyz,-5.0,,Cash,Active,75.0,756.0,income,Married,Engineer,,,,!!!,0.2681061523749114,flag
1518,Wei,twenty,Male,invalid@, 12345 ,,Bangalore,,IN,ABCDE,,,,1389,27.0,Clothing,UPI,Active,,50.0,income,Married,,,,True,bad,0.33981523158619487,
1519,Amit,44,M, user@x.com ,,, New York ,,,,2014-05-26,32-13-2020,2935,2759,,electronics,,,200.0,483.0,,,###,,IE,,good,0.981884400544004,
1520,Amit,twenty,Female,,abc123,,,DL,IND,ABCDE,2015-02-08,2017-05-30,abc,,,electronics,UPI,,,563.0,income,Single,,Desktop,Chrome,yes,,0.3661966297452228,flag
4,Sara,,M,test@mail.com,9999999999,@@@, New York ,Tamil Nadu,USA,,not_a_date,,abc,xyz,97.0,Electronics,Card,Active,91.0,522.0,,,,,IE,yes,,5.0,True
1522,###$$$,27,,test@mail.com,,,Mumbai,,India,600001,2010-01-28,32-13-2020,10000000,xyz,-5.0,Electronics,Card,,,50.0,166682,,###,Mobile,,,bad,,
1523,Carlos,,Male,test@mail.com, 12345 ,,Bangalore,DL,,,2019-10-23,32-13-2020,10000000,xyz,,Electronics,UPI,closed,,,income,,,,Chrome,True,good,,True
1524,Wei,twenty,,invalid@, 12345 ,,Delhi,MH,,600001,2011-12-05,,abc,2976,,Clothing,,,200.0,50.0,,Married,Engineer,,,False,bad,0.2357124131272691,False
275,Amit,,Female,, 12345 ,@@@, New York ,DL,USA, 50000 ,,2024-03-31,37633,397,-5.0,,crypto,,200.0,50.0,,Married,Engineer,,,yes,bad,,False
