CustomerID,Name,Age,Gender,Email,Phone,City,State,Country,JoinDate,LastPurchaseDate,TotalSpend,AvgOrderValue,NumOrders,PreferredCategory,PaymentMethod,AccountStatus,LoyaltyScore,CreditScore,Income,MaritalStatus,Occupation,Device,Browser,IsActive,Feedback,ReturnRate,RiskFlag
824,John,45.0,Female,user823@mail.com,9000000823,Bangalore,DL,India,2023-07-16,2016-09-11,42626.0,814.0,2.0,Electronics,UPI,Active,100.0,309.0,79893,Single,Engineer,Desktop,Chrome,True,good,0.25,False
825,Carlos,30.0,Female,user824@mail.com,9000000824,Mumbai,DL,India,2020-05-20,2017-05-25,38670.0,2188.0,48.0,Electronics,Cash,Active,70.0,508.0,38118,Married,Doctor,Mobile,Firefox,False,good,0.27,False
826,Fatima,62.0,Male,user825@mail.com,9000000825,Mumbai,DL,India,2018-02-03,2019-04-08,48074.0,3283.0,98.0,Clothing,UPI,Inactive,98.0,434.0,193191,Single,Engineer,Mobile,Firefox,False,average,0.15,True
827,Carlos,34.0,Female,user826@mail.com,9000000826,Chennai,DL,India,2024-08-02,2015-11-17,6472.0,1208.0,63.0,Clothing,Cash,Active,83.0,351.0,70672,Single,Doctor,Desktop,Chrome,True,average,0.03,True
828,Wei,47.0,Female,user827@mail.com,9000000827,Bangalore,KA,India,2015-10-13,2016-10-04,31200.0,1764.0,37.0,Electronics,UPI,Active,16.0,679.0,125767,Married,Engineer,Desktop,Firefox,False,average,0.63,False
829,Fatima,45.0,Female,user828@mail.com,9000000828,Chennai,MH,India,2022-08-31,2017-07-08,,,,Clothing,Card,Inactive,,,income,Single,Doctor,Mobile,Firefox,False,average,,True
830,  John ,120.0,,,,,,India,not_a_date,,5000000.0,,-3.0,,,closed,150.0,,income,,,,,yes,,,
831,Amit,44.0,Female,user830@mail.com,9000000830,Mumbai,DL,India,2017-06-20,2016-07-28,31647.0,3121.0,66.0,Clothing,Card,Inactive,77.0,529.0,50388,Married,Engineer,Desktop,Chrome,True,average,0.55,True
832,Priya,47.0,Female,user831@mail.com,9000000831,Mumbai,KA,India,2021-07-11,2015-06-28,47705.0,2927.0,32.0,Electronics,Card,Active,16.0,405.0,107757,Married,Doctor,Desktop,Chrome,False,good,0.27,True
833,Fatima,48.0,Male,user832@mail.com,9000000832,Delhi,DL,India,2018-07-01,2015-12-21,13916.0,3869.0,88.0,Electronics,Cash,Active,69.0,785.0,174564,Single,Doctor,Mobile,Chrome,True,bad,0.91,True
834,John,51.0,Female,user833@mail.com,9000000833,Mumbai,KA,India,2022-09-23,2022-12-06,8155.0,2261.0,50.0,Electronics,Card,Inactive,8.0,656.0,71707,Married,Doctor,Desktop,Firefox,True,average,0.33,False
835,Carlos,30.0,Female,user834@mail.com,9000000834,Delhi,MH,India,2023-06-25,2018-05-08,26687.0,4531.0,78.0,Clothing,Card,Active,78.0,463.0,29275,Single,Engineer,Mobile,Firefox,False,bad,0.95,True
836,  John ,,,invalid@,,,,India,not_a_date,,,,,,crypto,,150.0,100.0,,,,,,yes,,,
837,John,41.0,Male,user836@mail.com,9000000836,Bangalore,TN,India,2016-08-28,2021-08-30,,,,Clothing,Card,Active,150.0,,income,Single,Doctor,Desktop,Chrome,True,average,,False
838,John,50.0,Male,user837@mail.com,9000000837,Mumbai,KA,India,2020-05-21,2019-07-09,26705.0,3303.0,46.0,Electronics,UPI,Inactive,3.0,432.0,20943,Married,Engineer,Desktop,Firefox,False,good,0.05,True
839,Carlos,20.0,Female,user838@mail.com,9000000838,Mumbai,TN,India,2017-08-23,2021-06-14,,,-3.0,Electronics,Cash,Active,,,income,Married,Engineer,Mobile,Firefox,False,average,3.0,True
840,,120.0,,invalid@,,,Tamil Nadu,India,not_a_date,32-13-2020,,,-3.0,electronics,crypto,closed,150.0,100.0,,,,,,,,,
841,Amit,53.0,Female,user840@mail.com,9000000840,Bangalore,TN,India,2024-08-01,2021-07-27,26864.0,3863.0,22.0,Electronics,Cash,Inactive,43.0,400.0,175839,Single,Doctor,Desktop,Chrome,True,good,0.0,False
842,John,46.0,Female,user841@mail.com,9000000841,Mumbai,TN,India,2022-10-16,2022-12-23,38702.0,3531.0,42.0,Electronics,Card,Active,68.0,714.0,172586,Married,Engineer,Mobile,Firefox,False,average,0.16,False
843,John,26.0,Male,user842@mail.com,9000000842,Delhi,DL,India,2023-05-10,2015-11-29,45871.0,630.0,62.0,Electronics,Card,Inactive,44.0,664.0,26932,Single,Doctor,Mobile,Chrome,False,average,0.29,True
844,,,,,abc123,,,India,not_a_date,32-13-2020,,,-3.0,electronics,crypto,,150.0,100.0,income,,,,,,,3.0,
845,Priya,38.0,Female,user844@mail.com,9000000844,Mumbai,KA,India,2020-12-24,2017-04-13,10579.0,1079.0,44.0,Clothing,Card,Inactive,25.0,699.0,94328,Single,Engineer,Desktop,Chrome,True,good,0.65,True
846,Amit,32.0,Female,user845@mail.com,9000000845,Mumbai,TN,India,2024-10-25,2021-09-30,15914.0,3493.0,71.0,Electronics,Cash,Inactive,47.0,314.0,58499,Single,Doctor,Mobile,Firefox,False,good,0.37,False
847,Amit,,Female,invalid@,,Mumbai,TN,India,not_a_date,32-13-2020,5000000.0,,-3.0,Electronics,UPI,Active,150.0,,income,Married,Engineer,Mobile,Firefox,False,average,3.0,True
848,,120.0,,invalid@,,,,India,not_a_date,32-13-2020,5000000.0,,,electronics,,closed,150.0,,,,,,,yes,,,
849,Carlos,120.0,Female,,abc123,Bangalore,KA,India,,,5000000.0,,,Electronics,Card,Active,150.0,,,Single,Doctor,Desktop,Firefox,False,bad,,True
850,Priya,46.0,Female,user849@mail.com,9000000849,Mumbai,MH,India,2021-11-09,2019-06-10,10358.0,959.0,92.0,Clothing,Cash,Active,26.0,598.0,197953,Married,Doctor,Desktop,Firefox,False,average,0.21,True
851,Amit,52.0,Female,user850@mail.com,9000000850,Chennai,DL,India,2024-10-31,2022-12-01,29664.0,4994.0,46.0,Electronics,UPI,Inactive,40.0,473.0,62386,Single,Doctor,Desktop,Chrome,False,bad,0.21,True
852,Amit,64.0,Male,user851@mail.com,9000000851,Bangalore,MH,India,2021-05-30,2021-03-02,23845.0,810.0,14.0,Clothing,UPI,Active,49.0,552.0,30417,Single,Engineer,Desktop,Chrome,True,good,0.55,True
853,Carlos,38.0,Male,user852@mail.com,9000000852,Delhi,DL,India,2015-02-26,2022-02-09,45387.0,4423.0,11.0,Clothing,Card,Active,10.0,793.0,29534,Married,Doctor,Mobile,Firefox,True,bad,0.6,False
854,Amit,59.0,Male,user853@mail.com,9000000853,Delhi,KA,India,2022-08-31,2021-03-15,11499.0,3181.0,49.0,Electronics,Card,Inactive,98.0,427.0,86446,Single,Engineer,Mobile,Chrome,False,bad,0.91,False
855,Wei,38.0,Male,user854@mail.com,9000000854,Delhi,TN,India,2018-05-04,2017-04-23,39468.0,1370.0,23.0,Clothing,UPI,Inactive,23.0,497.0,189136,Single,Doctor,Desktop,Firefox,False,average,0.14,False
856,Sara,,Female,,abc123,Delhi,DL,India,not_a_date,32-13-2020,,,,Electronics,Cash,Active,,100.0,income,Single,Doctor,Mobile,Chrome,False,good,3.0,True
857,Fatima,52.0,Male,user856@mail.com,9000000856,Mumbai,MH,India,2015-09-28,2017-09-13,39289.0,1019.0,96.0,Clothing,Card,Inactive,19.0,649.0,132159,Married,Doctor,Mobile,Firefox,True,bad,0.66,False
858,Fatima,21.0,Male,user857@mail.com,9000000857,Delhi,DL,India,2021-05-01,2024-06-03,23173.0,654.0,73.0,Clothing,Card,Active,26.0,374.0,93298,Married,Engineer,Mobile,Firefox,True,good,0.49,False
859,Wei,45.0,Female,user858@mail.com,9000000858,Chennai,MH,India,2018-02-26,2024-12-05,41073.0,1583.0,63.0,Clothing,UPI,Inactive,62.0,399.0,158397,Single,Engineer,Desktop,Chrome,False,average,0.43,True
860,John,65.0,Male,user859@mail.com,9000000859,Delhi,TN,India,2017-05-25,2022-09-21,39035.0,4340.0,21.0,Electronics,Cash,Inactive,27.0,742.0,125274,Married,Doctor,Mobile,Firefox,False,good,0.54,False
861,John,58.0,Male,user860@mail.com,9000000860,Chennai,TN,India,2015-01-25,2022-03-19,33585.0,2990.0,10.0,Electronics,Cash,Active,100.0,391.0,34703,Single,Engineer,Mobile,Chrome,False,bad,0.43,True
862,Amit,64.0,Female,user861@mail.com,9000000861,Bangalore,DL,India,2021-09-13,2019-07-21,26771.0,2079.0,70.0,Electronics,UPI,Active,41.0,479.0,21212,Married,Engineer,Mobile,Chrome,False,average,0.88,False
863,Sara,32.0,Female,user862@mail.com,9000000862,Bangalore,KA,India,2019-08-14,2019-03-02,38373.0,1605.0,36.0,Electronics,UPI,Inactive,31.0,390.0,50025,Single,Engineer,Mobile,Firefox,False,bad,0.45,True
864,John,35.0,Female,user863@mail.com,9000000863,Bangalore,DL,India,2020-08-19,2019-11-16,29061.0,1021.0,89.0,Clothing,UPI,Active,93.0,838.0,132948,Single,Doctor,Mobile,Firefox,True,average,0.93,True
865,Wei,47.0,Female,user864@mail.com,9000000864,Delhi,TN,India,2021-09-14,2016-11-28,11752.0,1830.0,62.0,Clothing,Cash,Active,76.0,708.0,68823,Single,Doctor,Mobile,Firefox,False,bad,0.93,True
866,Carlos,43.0,Female,user865@mail.com,9000000865,Bangalore,DL,India,2016-05-08,2022-05-28,14466.0,166.0,9.0,Clothing,UPI,Active,32.0,704.0,181603,Married,Engineer,Desktop,Chrome,False,good,0.5,True
867,Sara,28.0,Male,user866@mail.com,9000000866,Delhi,TN,India,2019-12-23,2021-03-27,31759.0,575.0,15.0,Clothing,UPI,Active,74.0,771.0,39087,Married,Doctor,Desktop,Chrome,False,bad,0.61,False
868,Carlos,52.0,Female,user867@mail.com,9000000867,Chennai,KA,India,2017-01-25,2023-11-09,19770.0,4340.0,51.0,Clothing,Card,Inactive,78.0,352.0,116454,Single,Engineer,Desktop,Chrome,False,bad,0.7,False
869,Amit,,Female,invalid@,abc123,Mumbai,MH,India,not_a_date,32-13-2020,5000000.0,,,Clothing,Cash,Inactive,150.0,100.0,,Single,Doctor,Mobile,Chrome,True,bad,,False
870,Carlos,120.0,Male,,abc123,Delhi,TN,India,not_a_date,,5000000.0,,-3.0,Clothing,Cash,Inactive,150.0,100.0,,Single,Doctor,Mobile,Chrome,True,bad,3.0,True
871,Wei,20.0,Female,user870@mail.com,9000000870,Bangalore,MH,India,2018-05-20,2021-09-18,13385.0,3397.0,32.0,Clothing,Card,Inactive,83.0,521.0,196967,Married,Doctor,Mobile,Firefox,False,average,0.11,False
872,John,52.0,Female,user871@mail.com,9000000871,Delhi,TN,India,2022-02-24,2015-07-13,36364.0,4231.0,37.0,Electronics,Cash,Active,70.0,660.0,106743,Married,Engineer,Desktop,Firefox,True,bad,0.46,True
873,Carlos,43.0,Female,user872@mail.com,9000000872,Chennai,KA,India,2016-12-17,2021-07-02,2488.0,4761.0,30.0,Electronics,UPI,Inactive,41.0,833.0,183323,Married,Doctor,Mobile,Chrome,True,good,0.76,False
874,,,,,abc123,,Tamil Nadu,India,not_a_date,32-13-2020,5000000.0,,,electronics,,,,,income,,,,,yes,,3.0,
875,Priya,39.0,Female,user874@mail.com,9000000874,Mumbai,DL,India,2021-09-13,2015-08-15,42473.0,1897.0,39.0,Electronics,Card,Active,95.0,336.0,42346,Single,Engineer,Mobile,Firefox,True,bad,0.76,True
876,Wei,52.0,Female,user875@mail.com,9000000875,Mumbai,DL,India,2019-02-27,2018-06-08,22680.0,1236.0,43.0,Electronics,Cash,Active,65.0,740.0,137034,Single,Engineer,Desktop,Chrome,True,bad,0.11,False
877,Amit,53.0,Female,user876@mail.com,9000000876,Bangalore,TN,India,2020-11-24,2020-05-30,26534.0,417.0,21.0,Clothing,UPI,Active,41.0,819.0,37360,Single,Engineer,Mobile,Firefox,False,bad,0.17,False
878,Sara,51.0,Female,user877@mail.com,9000000877,Chennai,DL,India,2021-02-16,2018-10-14,17945.0,2313.0,33.0,Clothing,Card,Inactive,14.0,508.0,49689,Single,Engineer,Mobile,Chrome,True,bad,0.75,False
879,Sara,26.0,Male,user878@mail.com,9000000878,Mumbai,DL,India,2018-04-10,2023-09-10,38869.0,1307.0,10.0,Clothing,Card,Active,1.0,301.0,123034,Married,Engineer,Mobile,Firefox,True,bad,0.11,True
880,Priya,60.0,Female,user879@mail.com,9000000879,Chennai,KA,India,2023-07-02,2015-11-06,37831.0,166.0,100.0,Electronics,Cash,Active,72.0,599.0,81514,Married,Engineer,Desktop,Chrome,True,good,0.47,False
881,Sara,53.0,Male,user880@mail.com,9000000880,Delhi,TN,India,2024-06-01,2018-08-11,10454.0,2196.0,94.0,Electronics,Cash,Inactive,98.0,441.0,108986,Single,Engineer,Desktop,Chrome,True,average,0.51,False
882,Amit,48.0,Female,user881@mail.com,9000000881,Delhi,MH,India,2017-08-31,2023-12-24,44364.0,1106.0,85.0,Clothing,Card,Active,80.0,411.0,188347,Married,Engineer,Mobile,Firefox,True,bad,0.41,True
883,Amit,19.0,Male,user882@mail.com,9000000882,Mumbai,TN,India,2023-10-30,2024-11-17,17542.0,2879.0,48.0,Clothing,UPI,Inactive,73.0,603.0,20676,Single,Doctor,Mobile,Firefox,True,bad,0.52,True
884,Amit,120.0,Male,invalid@,abc123,Mumbai,MH,India,,32-13-2020,,,,Clothing,UPI,Inactive,150.0,100.0,income,Married,Engineer,Desktop,Chrome,True,bad,3.0,True
885,Carlos,38.0,Male,user884@mail.com,9000000884,Delhi,MH,India,2019-09-10,2021-10-10,36740.0,3105.0,41.0,Electronics,Card,Active,71.0,843.0,70463,Married,Engineer,Desktop,Chrome,True,good,0.43,True
886,John,62.0,Male,user885@mail.com,9000000885,Mumbai,MH,India,2019-06-04,2017-09-16,38024.0,4683.0,25.0,Electronics,Cash,Inactive,1.0,333.0,42940,Single,Doctor,Mobile,Firefox,True,bad,0.53,True
887,Carlos,41.0,Male,user886@mail.com,9000000886,Bangalore,MH,India,2021-12-14,2016-03-08,1905.0,1228.0,67.0,Clothing,Cash,Active,72.0,358.0,179645,Single,Engineer,Desktop,Firefox,False,bad,0.1,False
888,Amit,44.0,Female,user887@mail.com,9000000887,Mumbai,KA,India,2016-03-11,2022-03-14,13580.0,1738.0,79.0,Electronics,Card,Active,68.0,826.0,29035,Married,Doctor,Desktop,Firefox,False,average,0.79,True
889,John,39.0,Male,user888@mail.com,9000000888,Delhi,KA,India,2023-07-15,2019-07-17,21888.0,687.0,64.0,Electronics,UPI,Inactive,44.0,807.0,122045,Single,Engineer,Desktop,Chrome,True,bad,0.69,False
890,Sara,42.0,Male,user889@mail.com,9000000889,Delhi,MH,India,2022-02-21,2017-05-02,20693.0,3712.0,70.0,Clothing,Card,Inactive,65.0,822.0,106150,Single,Doctor,Desktop,Chrome,False,average,0.34,False
891,Fatima,61.0,Male,user890@mail.com,9000000890,Mumbai,KA,India,2021-07-28,2016-10-07,,,-3.0,Clothing,UPI,Active,,100.0,income,Single,Engineer,Mobile,Firefox,False,bad,3.0,False
32,Carlos,56.0,Male,user891@mail.com,9000000891,Bangalore,TN,India,2017-05-01,2018-12-22,20197.0,4830.0,19.0,Clothing,UPI,Inactive,23.0,401.0,182219,Married,Doctor,Desktop,Chrome,True,average,0.85,True
893,Fatima,57.0,Female,user892@mail.com,9000000892,Chennai,MH,India,2021-09-15,2019-05-12,34848.0,533.0,7.0,Clothing,UPI,Inactive,35.0,379.0,99258,Married,Engineer,Desktop,Firefox,False,average,0.77,False
894,Carlos,59.0,Female,user893@mail.com,9000000893,Bangalore,MH,India,2021-10-10,2017-02-17,16409.0,2373.0,38.0,Clothing,Card,Inactive,80.0,639.0,181582,Single,Engineer,Mobile,Chrome,False,average,0.48,False
895,Carlos,48.0,Female,user894@mail.com,9000000894,Delhi,TN,India,2020-01-27,2018-07-13,21674.0,4439.0,47.0,Electronics,UPI,Active,78.0,844.0,106559,Married,Doctor,Desktop,Chrome,False,average,0.2,False
896,Carlos,21.0,Female,user895@mail.com,9000000895,Delhi,DL,India,2016-10-16,2015-02-10,39652.0,2210.0,66.0,Clothing,Cash,Active,97.0,428.0,122807,Single,Doctor,Mobile,Firefox,False,average,0.15,False
897,Carlos,53.0,Female,user896@mail.com,9000000896,Bangalore,DL,India,2015-01-06,2023-03-30,5944.0,3765.0,23.0,Electronics,UPI,Active,40.0,484.0,161798,Single,Doctor,Mobile,Firefox,False,bad,0.96,False
898,Sara,64.0,Male,user897@mail.com,9000000897,Mumbai,DL,India,2019-12-30,2021-07-07,40298.0,1188.0,29.0,Electronics,Cash,Inactive,95.0,354.0,94323,Married,Engineer,Mobile,Firefox,False,bad,0.03,False
899,Fatima,42.0,Female,user898@mail.com,9000000898,Mumbai,KA,India,2018-08-08,2022-02-20,35127.0,4457.0,71.0,Clothing,Cash,Inactive,16.0,303.0,67425,Married,Doctor,Mobile,Chrome,True,good,0.39,False
900,Amit,57.0,Male,user899@mail.com,9000000899,Delhi,DL,India,2019-05-05,2015-05-22,3106.0,1799.0,23.0,Electronics,UPI,Active,97.0,350.0,27218,Married,Engineer,Mobile,Chrome,True,good,0.97,True
901,Carlos,46.0,Male,user900@mail.com,9000000900,Chennai,TN,India,2020-12-23,2021-11-30,16170.0,1098.0,67.0,Clothing,Cash,Active,66.0,551.0,54417,Married,Doctor,Mobile,Chrome,True,good,0.34,False
902,Wei,64.0,Male,user901@mail.com,9000000901,Mumbai,TN,India,2016-01-11,2016-06-15,11450.0,4656.0,49.0,Clothing,Cash,Active,3.0,729.0,145428,Married,Engineer,Mobile,Chrome,True,bad,0.94,True
903,Wei,24.0,Female,user902@mail.com,9000000902,Chennai,KA,India,2024-07-29,2024-12-25,44279.0,3997.0,75.0,Electronics,Card,Active,86.0,571.0,135062,Single,Doctor,Mobile,Firefox,True,good,0.32,False
904,,120.0,,invalid@,abc123,,Tamil Nadu,India,not_a_date,32-13-2020,5000000.0,,-3.0,,crypto,closed,,,income,,,,,,,3.0,
905,Priya,64.0,Male,user904@mail.com,9000000904,Mumbai,KA,India,2019-02-22,2021-08-27,26577.0,2438.0,92.0,Clothing,UPI,Active,38.0,306.0,89042,Single,Doctor,Desktop,Chrome,False,good,0.38,True
906,John,65.0,Female,user905@mail.com,9000000905,Chennai,DL,India,2023-08-31,2018-04-11,24644.0,4537.0,78.0,Electronics,UPI,Active,96.0,753.0,158301,Single,Engineer,Mobile,Chrome,False,average,0.38,False
907,Carlos,120.0,Male,,abc123,Chennai,TN,India,,,,,,Clothing,UPI,Active,150.0,100.0,,Single,Doctor,Mobile,Firefox,True,good,,False
908,John,25.0,Male,user907@mail.com,9000000907,Mumbai,MH,India,2022-10-31,2018-11-24,16232.0,813.0,40.0,Electronics,UPI,Active,30.0,543.0,91322,Single,Doctor,Mobile,Firefox,True,good,0.23,True
909,Wei,27.0,Female,user908@mail.com,9000000908,Mumbai,TN,India,2020-03-26,2018-02-22,12250.0,725.0,96.0,Electronics,Card,Inactive,17.0,516.0,170621,Married,Engineer,Desktop,Firefox,False,average,0.86,False
910,Carlos,37.0,Female,user909@mail.com,9000000909,Mumbai,MH,India,2019-02-28,2018-01-29,33576.0,3410.0,87.0,Clothing,Card,Inactive,66.0,808.0,72769,Married,Doctor,Mobile,Firefox,True,average,0.88,True
911,Priya,37.0,Female,user910@mail.com,9000000910,Bangalore,KA,India,2020-05-03,2017-04-06,10526.0,2486.0,77.0,Clothing,UPI,Inactive,4.0,490.0,154213,Single,Engineer,Mobile,Chrome,False,average,0.49,False
912,John,53.0,Male,user911@mail.com,9000000911,Delhi,KA,India,2018-09-14,2024-06-02,18798.0,2620.0,42.0,Clothing,UPI,Active,9.0,407.0,105433,Married,Doctor,Mobile,Firefox,True,average,0.07,False
913,Fatima,41.0,Male,user912@mail.com,9000000912,Bangalore,TN,India,2021-10-06,2019-06-15,11152.0,3437.0,17.0,Clothing,Card,Inactive,82.0,328.0,37282,Single,Doctor,Mobile,Chrome,False,good,0.42,False
914,Amit,59.0,Female,user913@mail.com,9000000913,Delhi,TN,India,2021-12-09,2021-06-18,11463.0,840.0,63.0,Electronics,UPI,Active,62.0,371.0,121593,Married,Engineer,Mobile,Firefox,False,bad,0.45,True
915,Amit,53.0,Male,user914@mail.com,9000000914,Delhi,MH,India,2016-12-20,2018-12-15,1150.0,4623.0,66.0,Clothing,Card,Active,13.0,637.0,132391,Single,Doctor,Mobile,Chrome,True,average,0.18,True
916,Priya,38.0,Male,user915@mail.com,9000000915,Mumbai,KA,India,2020-04-21,2019-08-01,42255.0,631.0,2.0,Clothing,UPI,Active,17.0,538.0,119060,Single,Engineer,Mobile,Firefox,False,good,0.03,False
917,Amit,62.0,Female,user916@mail.com,9000000916,Mumbai,DL,India,2016-01-06,2015-01-21,5804.0,724.0,33.0,Electronics,Cash,Active,8.0,686.0,154632,Married,Engineer,Desktop,Chrome,True,good,0.83,True
918,Sara,18.0,Male,user917@mail.com,9000000917,Bangalore,DL,India,2023-06-20,2016-05-27,37324.0,988.0,41.0,Electronics,UPI,Active,86.0,398.0,95410,Married,Engineer,Desktop,Chrome,False,average,0.31,True
919,Amit,31.0,Female,user918@mail.com,9000000918,Delhi,MH,India,2017-02-26,2022-07-25,8481.0,3226.0,25.0,Clothing,Card,Inactive,38.0,428.0,188732,Married,Doctor,Mobile,Chrome,True,good,0.97,True
920,Priya,22.0,Male,user919@mail.com,9000000919,Delhi,MH,India,2017-10-11,2015-10-19,33374.0,2776.0,96.0,Electronics,Card,Inactive,25.0,711.0,24209,Single,Doctor,Mobile,Chrome,True,average,0.37,False
921,Priya,40.0,Female,user920@mail.com,9000000920,Mumbai,KA,India,2023-05-12,2016-08-12,46146.0,593.0,31.0,Electronics,Cash,Active,0.0,732.0,125914,Married,Doctor,Mobile,Chrome,True,good,0.84,True
922,Amit,55.0,Female,user921@mail.com,9000000921,Mumbai,DL,India,2015-07-10,2023-11-24,25131.0,2191.0,50.0,Clothing,UPI,Active,26.0,539.0,167821,Married,Doctor,Desktop,Chrome,True,average,0.2,True
923,Sara,49.0,Male,user922@mail.com,9000000922,Mumbai,DL,India,2019-03-03,2024-07-15,38326.0,2502.0,78.0,Electronics,Cash,Inactive,60.0,591.0,191487,Married,Doctor,Mobile,Firefox,False,bad,0.92,False
159,Carlos,43.0,Female,user923@mail.com,9000000923,Chennai,DL,India,2022-08-13,2020-01-13,17191.0,4098.0,40.0,Clothing,Cash,Active,93.0,690.0,24509,Married,Engineer,Mobile,Firefox,False,average,0.36,False
925,Sara,48.0,Female,user924@mail.com,9000000924,Bangalore,DL,India,2017-01-11,2020-12-14,44664.0,431.0,24.0,Electronics,Cash,Active,5.0,793.0,90616,Married,Engineer,Mobile,Firefox,True,good,0.9,True
926,Sara,35.0,Female,user925@mail.com,9000000925,Chennai,KA,India,2019-01-09,2023-05-15,1661.0,2769.0,66.0,Electronics,Card,Active,59.0,389.0,182975,Single,Doctor,Mobile,Chrome,False,average,0.3,False
927,Priya,44.0,Female,user926@mail.com,9000000926,Delhi,MH,India,2020-02-20,2019-05-25,24562.0,2322.0,2.0,Clothing,UPI,Active,24.0,650.0,143278,Married,Engineer,Mobile,Chrome,False,average,0.04,False
928,Carlos,57.0,Female,user927@mail.com,9000000927,Mumbai,KA,India,2016-06-17,2020-01-08,22217.0,1093.0,15.0,Electronics,Card,Inactive,27.0,677.0,30797,Married,Doctor,Desktop,Firefox,True,average,0.51,True
929,Wei,57.0,Female,user928@mail.com,9000000928,Delhi,KA,India,2018-06-19,2022-08-28,48772.0,3646.0,87.0,Electronics,Card,Active,33.0,498.0,175303,Single,Engineer,Mobile,Chrome,False,average,0.19,True
930,,120.0,,,,,Tamil Nadu,India,,,,,-3.0,,,closed,,100.0,,,,,,yes,,3.0,
931,Sara,62.0,Female,user930@mail.com,9000000930,Chennai,DL,India,2021-05-19,2016-02-17,27138.0,2837.0,22.0,Electronics,UPI,Active,34.0,439.0,170335,Single,Engineer,Mobile,Chrome,False,good,0.2,False
932,Carlos,44.0,Male,user931@mail.com,9000000931,Delhi,MH,India,2020-11-26,2019-02-06,40147.0,1805.0,35.0,Electronics,Card,Active,23.0,659.0,173221,Single,Engineer,Mobile,Firefox,True,average,0.02,False
933,Wei,57.0,Female,user932@mail.com,9000000932,Mumbai,DL,India,2018-11-17,2023-10-08,47840.0,2065.0,91.0,Electronics,Cash,Inactive,92.0,393.0,127108,Married,Engineer,Mobile,Firefox,False,average,0.52,False
934,Carlos,61.0,Male,user933@mail.com,9000000933,Delhi,MH,India,2017-03-31,2016-11-02,21334.0,1763.0,65.0,Clothing,Cash,Inactive,51.0,536.0,101145,Single,Doctor,Desktop,Chrome,False,average,0.41,False
935,,,M,invalid@,,,,India,,,5000000.0,,-3.0,electronics,crypto,,150.0,100.0,income,,,,,,,,
936,Fatima,52.0,Female,user935@mail.com,9000000935,Delhi,DL,India,2019-01-07,2018-12-15,42305.0,4536.0,5.0,Electronics,Card,Inactive,46.0,684.0,171456,Married,Engineer,Mobile,Firefox,True,good,0.17,False
937,Priya,30.0,Female,user936@mail.com,9000000936,Delhi,DL,India,2021-12-21,2018-08-03,28105.0,1840.0,83.0,Electronics,UPI,Active,18.0,696.0,35791,Single,Doctor,Desktop,Chrome,True,bad,0.43,True
938,Wei,24.0,Female,user937@mail.com,9000000937,Chennai,TN,India,2015-12-04,2023-03-25,15319.0,2611.0,82.0,Electronics,Card,Active,35.0,591.0,156815,Married,Doctor,Desktop,Chrome,False,good,0.18,False
939,Carlos,29.0,Female,user938@mail.com,9000000938,Delhi,TN,India,2016-11-14,2016-03-30,22396.0,1258.0,51.0,Electronics,UPI,Active,13.0,816.0,180603,Single,Doctor,Mobile,Chrome,False,bad,0.39,True
940,Amit,37.0,Female,user939@mail.com,9000000939,Delhi,TN,India,2023-07-02,2017-05-31,36519.0,2655.0,81.0,Clothing,Cash,Active,75.0,707.0,67550,Single,Engineer,Mobile,Chrome,False,bad,0.65,True
941,Amit,44.0,Male,user940@mail.com,9000000940,Delhi,DL,India,2024-10-28,2023-07-07,28935.0,1802.0,81.0,Clothing,UPI,Inactive,93.0,584.0,113323,Single,Doctor,Mobile,Firefox,False,average,0.28,True
942,Amit,23.0,Female,user941@mail.com,9000000941,Bangalore,TN,India,2021-10-25,2023-02-18,,,-3.0,Electronics,Card,Active,150.0,,income,Single,Engineer,Desktop,Chrome,False,average,,False
943,Wei,59.0,Female,user942@mail.com,9000000942,Bangalore,MH,India,2021-10-21,2016-11-13,30090.0,2915.0,54.0,Clothing,UPI,Inactive,44.0,657.0,175296,Married,Engineer,Desktop,Firefox,True,average,0.24,False
944,Sara,34.0,Male,user943@mail.com,9000000943,Delhi,MH,India,2021-05-02,2020-09-20,44058.0,2032.0,2.0,Clothing,UPI,Inactive,7.0,675.0,72580,Married,Engineer,Mobile,Chrome,True,good,0.74,True
945,Carlos,22.0,Female,user944@mail.com,9000000944,Delhi,MH,India,2017-01-12,2023-01-05,30984.0,4387.0,79.0,Clothing,Cash,Inactive,31.0,791.0,42492,Single,Engineer,Mobile,Chrome,False,average,0.18,True
946,John,52.0,Female,user945@mail.com,9000000945,Delhi,MH,India,2017-11-05,2021-03-11,39556.0,4168.0,49.0,Electronics,Cash,Inactive,14.0,531.0,183295,Single,Engineer,Desktop,Firefox,True,good,0.46,True
947,Fatima,42.0,Male,user946@mail.com,9000000946,Mumbai,KA,India,2023-11-06,2018-09-27,24281.0,3880.0,66.0,Electronics,Cash,Inactive,97.0,710.0,66185,Single,Doctor,Mobile,Chrome,False,good,0.81,True
948,Priya,61.0,Female,user947@mail.com,9000000947,Delhi,KA,India,2018-08-09,2022-12-08,49529.0,4727.0,84.0,Clothing,Card,Inactive,17.0,719.0,154349,Single,Engineer,Mobile,Chrome,False,bad,0.14,True
